Datetime,Open,Close,High,Low,value,Volume,Datetime,extr,Разметка,neural_trends
2011-12-14,81.9,80.8,83.65,80.36,29067213315.8,352715630.0,2011-12-14,,sell,0.0
2011-12-15,79.9,82.27,82.55,79.39,26365665500.7,326291450.0,2011-12-15,min,buy,1.0
2011-12-16,82.7,80.63,83.38,80.51,18265801856.6,222904100.0,2011-12-16,,buy,1.0
2011-12-19,80.1,81.8,82.4,78.92,19729379492.2,244669450.0,2011-12-19,,buy,1.0
2011-12-20,81.49,82.71,82.75,80.12,17486861605.2,214515410.0,2011-12-20,,buy,1.0
2011-12-21,83.46,80.22,83.77,80.15,19826554696.3,241736430.0,2011-12-21,,buy,1.0
2011-12-22,81.41,79.99,81.41,79.0,14328656946.1,178441460.0,2011-12-22,,buy,1.0
2011-12-23,80.6,80.0,81.1,79.65,9917033525.5,123492000.0,2011-12-23,,buy,1.0
2011-12-26,80.48,81.42,81.95,80.13,7102805980.3,87519430.0,2011-12-26,,buy,1.0
2011-12-27,81.32,80.0,81.75,79.52,6688999520.1,83223050.0,2011-12-27,,buy,1.0
2011-12-28,79.99,79.28,80.2,79.03,5636225325.0,70881100.0,2011-12-28,,buy,1.0
2011-12-29,79.0,78.8,79.01,77.2,8024881856.4,102850780.0,2011-12-29,,buy,1.0
2011-12-30,79.03,79.4,79.73,78.0,4826101357.8,60992850.0,2011-12-30,,buy,1.0
2012-01-03,80.12,82.41,82.5,80.12,6435232383.7,79049790.0,2012-01-03,,buy,1.0
2012-01-04,82.44,83.52,84.48,81.91,11409144009.9,136772110.0,2012-01-04,,buy,1.0
2012-01-05,83.52,82.55,84.44,82.05,9174292951.3,110283870.0,2012-01-05,,buy,1.0
2012-01-06,82.51,83.2,84.38,81.67,10478909993.1,126161090.0,2012-01-06,,buy,1.0
2012-01-09,82.6,83.88,84.22,82.42,7473949518.1,89385070.0,2012-01-09,,buy,1.0
2012-01-10,84.38,86.81,87.25,84.24,19937317324.8,231676230.0,2012-01-10,,buy,1.0
2012-01-11,86.25,84.85,86.91,84.34,21154534994.4,247416950.0,2012-01-11,max,sell,0.0
2012-01-12,85.2,84.3,86.38,84.04,18919553397.2,222091930.0,2012-01-12,,sell,0.0
2012-01-13,84.61,83.6,85.15,83.53,15416706977.0,182459130.0,2012-01-13,min,buy,1.0
2012-01-16,83.0,83.95,84.21,82.55,10389436953.9,124331590.0,2012-01-16,max,sell,0.0
2012-01-17,84.81,84.66,85.65,84.19,16671949737.5,196357760.0,2012-01-17,min,buy,1.0
2012-01-18,84.66,84.7,85.56,83.95,14796639842.5,174659590.0,2012-01-18,,buy,1.0
2012-01-19,85.48,85.7,86.04,84.76,19480478089.6,227812500.0,2012-01-19,,buy,1.0
2012-01-20,86.0,85.13,86.28,84.82,13769522063.9,161054350.0,2012-01-20,max,sell,0.0
2012-01-23,84.95,85.02,85.67,83.82,19679132670.8,231997760.0,2012-01-23,,sell,0.0
2012-01-24,84.85,85.04,85.49,84.47,14830482177.5,174639920.0,2012-01-24,,sell,0.0
2012-01-25,85.6,87.05,87.87,85.56,28977079143.6,333071400.0,2012-01-25,,sell,0.0
2012-01-26,88.0,90.4,90.8,87.97,32384271681.2,362190490.0,2012-01-26,,sell,0.0
2012-01-27,89.69,90.8,91.28,89.63,18144606604.1,200327380.0,2012-01-27,,sell,0.0
2012-01-30,90.15,88.92,90.69,88.86,15855608425.1,176819850.0,2012-01-30,,sell,0.0
2012-01-31,89.79,90.17,90.92,89.61,16186052064.2,179109830.0,2012-01-31,,sell,0.0
2012-02-01,89.72,92.75,92.93,89.17,23272857705.8,255303400.0,2012-02-01,,sell,0.0
2012-02-02,93.1,92.62,93.85,91.92,22118114152.1,238150070.0,2012-02-02,,sell,0.0
2012-02-03,92.51,94.52,94.79,92.32,15345096696.4,163941140.0,2012-02-03,,sell,0.0
2012-02-06,94.81,93.8,94.88,93.46,14751312511.0,156747030.0,2012-02-06,,sell,0.0
2012-02-07,94.0,93.46,94.45,92.85,16209055620.2,173155180.0,2012-02-07,,sell,0.0
2012-02-08,94.22,95.17,95.39,94.22,17450604415.5,183859380.0,2012-02-08,,sell,0.0
2012-02-09,95.08,95.28,96.37,94.64,23417954043.8,244928870.0,2012-02-09,,sell,0.0
2012-02-10,94.51,93.94,94.93,93.63,14527606953.1,154301080.0,2012-02-10,,sell,0.0
2012-02-13,94.63,96.19,96.37,94.63,16425233476.3,171469900.0,2012-02-13,,sell,0.0
2012-02-14,95.8,96.36,97.22,95.37,16846298172.1,174978480.0,2012-02-14,,sell,0.0
2012-02-15,97.32,97.2,97.77,96.66,16516819884.5,169883490.0,2012-02-15,,sell,0.0
2012-02-16,96.0,96.24,96.45,95.5,16313046870.2,169841370.0,2012-02-16,,sell,0.0
2012-02-17,97.27,96.76,97.39,96.46,14504575002.2,149610900.0,2012-02-17,,sell,0.0
2012-02-20,97.6,97.5,98.16,97.44,9432276879.9,96506980.0,2012-02-20,,sell,0.0
2012-02-21,97.77,96.68,97.77,96.31,13500854131.2,139554930.0,2012-02-21,,sell,0.0
2012-02-22,96.99,96.09,97.48,95.24,14692476705.0,152308980.0,2012-02-22,,sell,0.0
2012-02-24,96.79,99.02,99.22,96.21,20448136731.7,209221050.0,2012-02-24,,sell,0.0
2012-02-27,98.6,99.72,99.96,98.41,18410603961.3,185495470.0,2012-02-27,,sell,0.0
2012-02-28,100.17,98.64,100.4,98.32,15508701619.4,156238760.0,2012-02-28,,sell,0.0
2012-02-29,99.11,100.19,100.3,98.91,16500514863.8,165353640.0,2012-02-29,,sell,0.0
2012-03-01,99.48,100.25,100.37,98.94,14050222482.7,140916220.0,2012-03-01,,sell,0.0
2012-03-02,100.79,101.6,101.75,99.95,17382056806.3,172344990.0,2012-03-02,,sell,0.0
2012-03-05,101.8,102.3,103.3,101.32,15413395000.9,150583560.0,2012-03-05,,sell,0.0
2012-03-06,101.76,97.37,101.76,97.12,25771064204.1,258949960.0,2012-03-06,,sell,0.0
2012-03-07,97.07,97.68,97.99,96.68,19021850860.5,195392990.0,2012-03-07,,sell,0.0
2012-03-11,99.6,99.57,99.98,99.33,5458105824.1,54819740.0,2012-03-11,,sell,0.0
2012-03-12,99.14,99.09,100.35,98.38,18174330484.6,183129370.0,2012-03-12,,sell,0.0
2012-03-13,99.7,100.53,100.89,99.37,14143106923.0,141328770.0,2012-03-13,min,buy,1.0
2012-03-14,101.8,103.32,103.85,101.8,25171269281.2,244652180.0,2012-03-14,max,sell,0.0
2012-03-15,102.45,100.65,103.0,100.3,27701087205.3,273838110.0,2012-03-15,,sell,0.0
2012-03-16,100.99,100.18,101.17,99.51,15647967251.6,155860220.0,2012-03-16,,sell,0.0
2012-03-19,100.93,99.67,101.63,98.63,16485264386.8,165104350.0,2012-03-19,,sell,0.0
2012-03-20,99.8,98.49,100.09,98.02,13531216608.0,136881500.0,2012-03-20,,sell,0.0
2012-03-21,98.88,98.2,99.45,97.42,16673446375.4,169406250.0,2012-03-21,,sell,0.0
2012-03-22,97.98,96.0,98.84,95.84,16945063477.3,174676230.0,2012-03-22,,sell,0.0
2012-03-23,96.33,97.6,97.62,95.72,16387060131.9,169406920.0,2012-03-23,min,buy,1.0
2012-03-26,98.09,99.98,100.3,98.04,14362165700.4,145024390.0,2012-03-26,,buy,1.0
2012-03-27,100.47,97.79,100.94,97.65,16409677901.1,164809690.0,2012-03-27,max,sell,0.0
2012-03-28,97.46,95.91,98.15,95.4,21575300442.3,223090110.0,2012-03-28,,sell,0.0
2012-03-29,95.75,93.55,96.42,93.4,18998467532.0,200278500.0,2012-03-29,,sell,0.0
2012-03-30,94.92,94.86,96.0,94.02,20316396961.7,213564910.0,2012-03-30,,sell,0.0
2012-04-02,95.4,95.13,96.2,94.46,13903682249.5,145721740.0,2012-04-02,,sell,0.0
2012-04-03,96.07,98.0,98.23,95.67,21408662739.3,220727520.0,2012-04-03,,sell,0.0
2012-04-04,97.05,96.17,97.95,96.01,17295752260.6,178630150.0,2012-04-04,,sell,0.0
2012-04-05,96.6,97.42,97.56,94.65,19811226236.8,206109740.0,2012-04-05,,sell,0.0
2012-04-06,97.4,95.64,97.75,95.42,11236592318.5,116217370.0,2012-04-06,,sell,0.0
2012-04-09,95.31,95.92,95.99,93.51,15890595973.8,168407820.0,2012-04-09,,sell,0.0
2012-04-10,95.79,95.55,96.87,95.3,17473889252.2,181689200.0,2012-04-10,,sell,0.0
2012-04-11,94.89,96.0,97.16,94.62,15570220078.4,161909890.0,2012-04-11,,sell,0.0
2012-04-12,96.4,95.41,96.74,94.6,13528272827.8,141555250.0,2012-04-12,,sell,0.0
2012-04-13,94.03,94.18,95.13,93.6,12765170991.0,135304280.0,2012-04-13,,sell,0.0
2012-04-16,93.52,92.31,93.74,91.43,17526645165.0,189478980.0,2012-04-16,,sell,0.0
2012-04-17,92.49,93.23,93.39,91.14,14791709240.9,160227770.0,2012-04-17,,sell,0.0
2012-04-18,94.0,92.9,94.68,92.61,13068764801.5,139560760.0,2012-04-18,,sell,0.0
2012-04-19,93.08,94.35,94.84,92.88,13888209085.5,147573460.0,2012-04-19,,sell,0.0
2012-04-20,93.91,95.0,95.29,93.64,11548615698.6,122239810.0,2012-04-20,,sell,0.0
2012-04-23,94.55,92.54,94.71,91.98,10978761512.4,117834810.0,2012-04-23,min,buy,1.0
2012-04-24,92.6,92.65,93.61,91.44,11052601104.5,119386460.0,2012-04-24,,buy,1.0
2012-04-25,93.15,93.75,94.13,93.15,9541217474.8,101935100.0,2012-04-25,,buy,1.0
2012-04-26,94.08,92.62,94.28,91.61,9215133777.4,99341000.0,2012-04-26,,buy,1.0
2012-04-27,92.3,93.79,94.12,91.85,10862956266.7,116572050.0,2012-04-27,,buy,1.0
2012-04-28,93.79,93.95,94.16,93.52,1322637957.2,14104410.0,2012-04-28,max,sell,0.0
2012-05-02,94.47,93.06,95.69,93.06,10034459094.1,106143030.0,2012-05-02,,sell,0.0
2012-05-03,93.3,92.55,93.64,92.12,9887843108.2,106464200.0,2012-05-03,,sell,0.0
2012-05-04,92.12,90.83,92.64,90.32,14160354795.7,154978600.0,2012-05-04,,sell,0.0
2012-05-05,90.52,90.42,90.98,90.09,2088526206.1,23108560.0,2012-05-05,,sell,0.0
2012-05-07,89.0,88.5,89.87,86.0,7605987465.3,86033710.0,2012-05-07,,sell,0.0
2012-05-08,89.02,89.53,90.4,87.63,9311301867.4,104475140.0,2012-05-08,,sell,0.0
2012-05-10,89.71,91.79,91.84,89.27,10153827079.8,111584590.0,2012-05-10,min,buy,1.0
2012-05-11,90.94,91.04,91.22,89.46,9437174892.4,104555420.0,2012-05-11,,buy,1.0
2012-05-12,90.5,90.99,91.09,90.21,1701411359.7,18762220.0,2012-05-12,,buy,1.0
2012-05-14,90.39,87.55,90.55,87.42,9395247264.7,105540170.0,2012-05-14,,buy,1.0
2012-05-15,87.49,88.19,88.9,86.22,14942082553.8,170375330.0,2012-05-15,,buy,1.0
2012-05-16,86.92,86.91,87.91,86.5,15811887465.7,181681380.0,2012-05-16,,buy,1.0
2012-05-17,87.0,80.71,87.3,79.79,25319567212.6,306004150.0,2012-05-17,,buy,1.0
2012-05-18,78.9,78.19,81.08,75.3,30699799093.3,391700980.0,2012-05-18,,buy,1.0
2012-05-21,78.95,81.95,82.05,78.25,16501354549.9,205764160.0,2012-05-21,,buy,1.0
2012-05-22,82.7,82.82,83.36,80.7,15249434744.3,185386800.0,2012-05-22,,buy,1.0
2012-05-23,81.34,78.65,81.5,78.57,15054362986.0,188314100.0,2012-05-23,,buy,1.0
2012-05-24,79.51,81.44,81.77,77.8,17930666601.2,224620340.0,2012-05-24,,buy,1.0
2012-05-25,81.12,79.87,82.9,79.85,14262836797.5,175505600.0,2012-05-25,,buy,1.0
2012-05-28,80.89,80.37,81.86,79.95,8459994643.0,104526820.0,2012-05-28,,buy,1.0
2012-05-29,80.96,84.14,84.17,80.31,17894548293.7,217454140.0,2012-05-29,max,sell,0.0
2012-05-30,83.41,82.38,83.79,81.84,17182690878.9,207458020.0,2012-05-30,min,buy,1.0
2012-05-31,82.37,81.69,83.52,80.52,21427699839.7,261418600.0,2012-05-31,max,sell,0.0
2012-06-01,81.6,78.86,82.15,77.95,15611910702.2,195306920.0,2012-06-01,,sell,0.0
2012-06-04,77.49,78.1,78.87,76.25,12700958983.8,163454720.0,2012-06-04,,sell,0.0
2012-06-05,78.89,78.11,79.79,77.4,10532691340.2,134177110.0,2012-06-05,,sell,0.0
2012-06-06,78.99,80.62,80.84,77.77,14229638452.1,179165000.0,2012-06-06,min,buy,1.0
2012-06-07,81.1,83.44,83.75,79.91,17290621668.5,210832240.0,2012-06-07,,buy,1.0
2012-06-08,82.2,81.38,82.23,80.41,14614921515.4,180114510.0,2012-06-08,,buy,1.0
2012-06-09,81.99,81.58,82.28,81.37,2270720977.0,27759130.0,2012-06-09,,buy,1.0
2012-06-13,82.08,83.04,83.5,81.5,12279070773.2,148406110.0,2012-06-13,,buy,1.0
2012-06-14,82.72,83.05,83.36,82.48,7889749673.7,95193610.0,2012-06-14,,buy,1.0
2012-06-15,83.7,84.34,84.77,83.06,11651577194.7,139141590.0,2012-06-15,,buy,1.0
2012-06-18,85.3,86.2,86.59,85.24,12796865334.3,148837240.0,2012-06-18,,buy,1.0
2012-06-19,85.92,86.96,87.12,85.53,10143925815.2,117555770.0,2012-06-19,max,sell,0.0
2012-06-20,86.96,85.73,87.26,85.51,7923742078.5,91968250.0,2012-06-20,,sell,0.0
2012-06-21,85.0,85.36,86.39,84.36,10522808609.8,123303180.0,2012-06-21,,sell,0.0
2012-06-22,84.24,83.76,84.35,83.38,9242697623.1,110165790.0,2012-06-22,,sell,0.0
2012-06-25,83.76,82.3,83.89,81.92,8538129319.0,103217620.0,2012-06-25,min,buy,1.0
2012-06-26,82.4,83.6,84.34,82.4,8635486073.0,103686890.0,2012-06-26,,buy,1.0
2012-06-27,83.97,84.5,84.84,83.25,8026179927.9,95345170.0,2012-06-27,,buy,1.0
2012-06-28,84.98,82.8,84.98,82.65,8888594309.6,106434890.0,2012-06-28,,buy,1.0
2012-06-29,84.03,86.39,86.46,84.02,11481513579.4,134360810.0,2012-06-29,,buy,1.0
2012-07-02,86.17,87.65,88.14,85.76,10833601998.9,124198380.0,2012-07-02,,buy,1.0
2012-07-03,88.0,90.94,91.07,87.96,13172931119.6,147059480.0,2012-07-03,,buy,1.0
2012-07-04,90.63,91.1,91.25,89.65,6772552075.9,74889060.0,2012-07-04,max,sell,0.0
2012-07-05,90.55,90.92,92.43,89.95,15620168190.9,171353550.0,2012-07-05,,sell,0.0
2012-07-06,90.42,89.2,91.37,88.75,11416243249.6,127342730.0,2012-07-06,,sell,0.0
2012-07-09,88.88,90.02,90.37,88.7,8883341446.2,99331850.0,2012-07-09,,sell,0.0
2012-07-10,89.55,91.0,91.75,89.36,10415386369.2,114587200.0,2012-07-10,,sell,0.0
2012-07-11,90.57,90.01,90.86,89.27,10217895534.4,113419770.0,2012-07-11,,sell,0.0
2012-07-12,89.8,88.92,90.09,88.37,9481540165.0,106413970.0,2012-07-12,min,buy,1.0
2012-07-13,89.98,90.98,91.08,89.42,8668392980.4,96078380.0,2012-07-13,,buy,1.0
2012-07-16,91.0,90.85,91.28,90.35,6532211038.3,71919810.0,2012-07-16,,buy,1.0
2012-07-17,91.48,91.22,92.34,91.0,10443062625.5,114044370.0,2012-07-17,,buy,1.0
2012-07-18,91.5,91.6,92.15,91.11,6322280432.5,69043120.0,2012-07-18,,buy,1.0
2012-07-19,92.15,92.15,92.9,91.86,9434688335.4,102096140.0,2012-07-19,,buy,1.0
2012-07-20,91.65,90.12,91.78,90.11,7375623438.4,81329600.0,2012-07-20,max,sell,0.0
2012-07-23,89.25,86.0,89.3,85.51,13191017646.8,151248620.0,2012-07-23,,sell,0.0
2012-07-24,87.0,84.45,87.0,84.43,11948623815.6,139889040.0,2012-07-24,min,buy,1.0
2012-07-25,84.0,86.9,87.18,83.01,17607268468.9,204992030.0,2012-07-25,,buy,1.0
2012-07-26,87.0,88.45,88.95,86.07,13668741458.0,155942810.0,2012-07-26,,buy,1.0
2012-07-27,89.1,90.31,90.44,88.24,10282387365.1,115108250.0,2012-07-27,,buy,1.0
2012-07-30,90.5,91.24,91.75,90.5,8203327797.4,89795510.0,2012-07-30,,buy,1.0
2012-07-31,91.5,89.73,91.73,89.41,9448724174.4,104652230.0,2012-07-31,max,sell,0.0
2012-08-01,89.5,89.39,90.89,89.3,8355165773.7,92766490.0,2012-08-01,,sell,0.0
2012-08-02,89.39,88.79,91.07,87.4,13775496803.9,154257240.0,2012-08-02,,sell,0.0
2012-08-03,88.79,91.66,91.87,88.45,11375775410.5,126328370.0,2012-08-03,,sell,0.0
2012-08-06,91.91,93.3,94.07,91.4,17272077369.5,185823220.0,2012-08-06,,sell,0.0
2012-08-07,92.99,93.97,94.44,92.56,10813106147.1,115326320.0,2012-08-07,,sell,0.0
2012-08-08,93.51,93.94,94.3,92.82,8879919382.7,94891340.0,2012-08-08,,sell,0.0
2012-08-09,94.39,93.87,95.35,93.01,10425959600.7,110866830.0,2012-08-09,,sell,0.0
2012-08-10,93.34,92.85,93.35,91.95,8180606484.9,88352720.0,2012-08-10,,sell,0.0
2012-08-13,93.13,93.18,94.44,92.86,8983957432.0,95856680.0,2012-08-13,,sell,0.0
2012-08-14,93.48,93.58,94.15,93.11,7009526831.5,74818210.0,2012-08-14,,sell,0.0
2012-08-15,93.14,92.98,93.2,91.72,10732808461.4,116026880.0,2012-08-15,,sell,0.0
2012-08-16,93.5,92.82,93.8,92.33,7504352364.0,80646440.0,2012-08-16,,sell,0.0
2012-08-17,93.35,92.05,93.39,92.0,7573144292.4,81586390.0,2012-08-17,,sell,0.0
2012-08-20,92.24,91.52,92.45,91.12,8534035434.5,93102360.0,2012-08-20,min,buy,1.0
2012-08-21,91.93,93.57,93.6,91.93,8915103795.3,95928090.0,2012-08-21,,buy,1.0
2012-08-22,92.8,92.55,93.45,92.23,7659183303.1,82536390.0,2012-08-22,,buy,1.0
2012-08-23,93.35,93.04,95.05,92.9,14136692381.2,150287250.0,2012-08-23,,buy,1.0
2012-08-24,92.5,92.91,93.47,92.17,9331676060.8,100632610.0,2012-08-24,,buy,1.0
2012-08-27,93.47,92.81,93.75,92.51,7062611053.3,75908300.0,2012-08-27,,buy,1.0
2012-08-28,92.69,94.48,94.8,92.48,12281601483.1,130671700.0,2012-08-28,,buy,1.0
2012-08-29,94.5,94.54,95.48,94.13,11994532572.0,126515990.0,2012-08-29,max,sell,0.0
2012-08-30,94.39,93.49,94.79,93.41,7364655054.8,78356390.0,2012-08-30,,sell,0.0
2012-08-31,93.61,93.16,94.18,93.0,8057623350.7,86066010.0,2012-08-31,,sell,0.0
2012-09-03,93.2,94.08,94.5,93.17,5619883058.0,59763380.0,2012-09-03,,sell,0.0
2012-09-04,94.15,93.09,94.73,93.03,7275705981.0,77520910.0,2012-09-04,,sell,0.0
2012-09-05,92.86,92.85,93.13,92.22,8629738231.9,93166920.0,2012-09-05,,sell,0.0
2012-09-06,93.27,93.95,94.17,92.45,13440614275.0,143877140.0,2012-09-06,min,buy,1.0
2012-09-07,94.32,93.86,95.76,93.62,15036535503.7,158549880.0,2012-09-07,,buy,1.0
2012-09-10,93.6,94.44,94.61,93.28,7469127069.0,79357240.0,2012-09-10,,buy,1.0
2012-09-11,93.7,94.03,94.24,93.37,7236620694.7,77186830.0,2012-09-11,max,sell,0.0
2012-09-12,94.3,93.58,94.49,93.4,8912116467.2,94913420.0,2012-09-12,,sell,0.0
2012-09-13,93.36,92.75,93.71,92.4,7521991944.1,80882070.0,2012-09-13,,sell,0.0
2012-09-14,95.0,97.05,98.09,94.77,23993544213.1,249373220.0,2012-09-14,,sell,0.0
2012-09-17,96.32,95.57,96.38,94.48,20569704283.7,215450280.0,2012-09-17,,sell,0.0
2012-09-18,95.01,94.75,96.67,94.57,13962709796.2,146341080.0,2012-09-18,,sell,0.0
2012-09-19,94.8,93.78,95.28,92.81,29496647249.0,314614770.0,2012-09-19,,sell,0.0
2012-09-20,93.15,93.77,93.97,92.62,12636264284.5,135170300.0,2012-09-20,,sell,0.0
2012-09-21,94.48,94.16,94.6,93.58,10355403288.1,110055620.0,2012-09-21,,sell,0.0
2012-09-24,93.8,94.17,94.2,93.33,6592074760.2,70281780.0,2012-09-24,,sell,0.0
2012-09-25,94.35,93.75,94.46,93.46,8171287199.5,86913310.0,2012-09-25,,sell,0.0
2012-09-26,93.0,90.75,93.14,90.56,11285927252.3,122383640.0,2012-09-26,,sell,0.0
2012-09-27,91.48,90.07,91.64,89.45,11568040580.6,128304760.0,2012-09-27,min,buy,1.0
2012-09-28,90.97,90.99,91.3,90.23,10511738607.2,115659920.0,2012-09-28,,buy,1.0
2012-10-01,90.61,92.33,92.34,90.61,8888939973.7,96865770.0,2012-10-01,,buy,1.0
2012-10-02,92.0,91.9,92.24,91.14,8462433488.1,92216290.0,2012-10-02,,buy,1.0
2012-10-03,91.52,91.92,92.64,90.94,8474359569.5,92187360.0,2012-10-03,,buy,1.0
2012-10-04,92.37,91.47,92.47,90.75,8077876462.4,88357530.0,2012-10-04,,buy,1.0
2012-10-05,92.02,93.02,93.52,91.71,9791280948.4,105435230.0,2012-10-05,max,sell,0.0
2012-10-08,92.7,92.6,92.89,92.2,6284569230.1,67933360.0,2012-10-08,,sell,0.0
2012-10-09,92.99,92.63,93.08,92.06,6195923237.6,66845380.0,2012-10-09,,sell,0.0
2012-10-10,92.25,92.29,92.47,91.82,7074674662.1,76743700.0,2012-10-10,,sell,0.0
2012-10-11,91.8,92.64,92.95,91.8,6221712427.6,67188530.0,2012-10-11,min,buy,1.0
2012-10-12,92.5,91.5,92.57,91.25,5926986050.7,64442000.0,2012-10-12,max,sell,0.0
2012-10-15,91.5,91.28,92.27,90.95,5537109723.1,60382100.0,2012-10-15,min,buy,1.0
2012-10-16,92.1,92.19,92.2,91.11,6389576806.5,69671940.0,2012-10-16,,buy,1.0
2012-10-17,92.2,93.12,93.31,92.1,8133079420.4,87599870.0,2012-10-17,,buy,1.0
2012-10-18,93.23,93.7,94.07,93.18,8227688426.4,87822570.0,2012-10-18,,buy,1.0
2012-10-19,93.45,93.19,93.65,92.72,5092242064.7,54653190.0,2012-10-19,,buy,1.0
2012-10-22,92.7,94.1,94.38,92.6,6963483844.7,74302250.0,2012-10-22,max,sell,0.0
2012-10-23,93.81,93.59,94.06,93.07,7704064722.9,82362330.0,2012-10-23,,sell,0.0
2012-10-24,94.03,93.38,94.2,92.8,6616890479.1,70765510.0,2012-10-24,,sell,0.0
2012-10-25,93.29,92.89,93.83,92.76,5226378804.7,56074380.0,2012-10-25,,sell,0.0
2012-10-26,92.2,91.95,92.31,91.36,6835839246.4,74421830.0,2012-10-26,,sell,0.0
2012-10-29,91.65,91.7,92.19,91.12,3914499585.2,42768390.0,2012-10-29,,sell,0.0
2012-10-30,91.3,91.2,92.25,91.12,4915052336.2,53669620.0,2012-10-30,,sell,0.0
2012-10-31,91.27,91.79,92.2,91.2,4782770155.2,52078220.0,2012-10-31,,sell,0.0
2012-11-01,91.6,91.84,92.06,90.2,6858175450.5,75235560.0,2012-11-01,,sell,0.0
2012-11-02,91.99,91.95,92.64,91.48,6066439959.6,65873010.0,2012-11-02,min,buy,1.0
2012-11-06,91.82,91.34,91.92,91.11,4114555066.2,44943440.0,2012-11-06,,buy,1.0
2012-11-07,91.75,89.95,91.77,89.71,6801437364.1,74823010.0,2012-11-07,,buy,1.0
2012-11-08,89.25,86.34,89.89,85.9,14482125617.1,165131550.0,2012-11-08,,buy,1.0
2012-11-09,86.0,85.8,86.32,84.82,8130770914.1,95025380.0,2012-11-09,,buy,1.0
2012-11-12,86.02,86.78,86.95,85.25,5124087703.7,59443610.0,2012-11-12,,buy,1.0
2012-11-13,86.34,84.31,86.34,84.05,8447672305.5,99054530.0,2012-11-13,,buy,1.0
2012-11-14,85.1,84.72,85.5,83.75,7861193759.6,92902150.0,2012-11-14,,buy,1.0
2012-11-15,84.0,86.09,86.36,83.85,5983064157.9,70310980.0,2012-11-15,,buy,1.0
2012-11-16,85.89,85.98,86.61,85.21,5539894579.2,64487940.0,2012-11-16,,buy,1.0
2012-11-19,86.61,87.34,87.6,86.12,6886273737.5,79184100.0,2012-11-19,,buy,1.0
2012-11-20,87.4,87.0,87.75,86.68,4459686349.9,51272950.0,2012-11-20,,buy,1.0
2012-11-21,86.5,87.88,88.07,86.1,5236712407.5,59972480.0,2012-11-21,,buy,1.0
2012-11-22,88.01,88.01,88.28,87.3,4600951676.6,52442710.0,2012-11-22,,buy,1.0
2012-11-23,88.28,89.31,89.41,88.17,6593186339.3,74279650.0,2012-11-23,,buy,1.0
2012-11-26,89.44,89.2,90.13,89.02,6011764751.8,67160860.0,2012-11-26,,buy,1.0
2012-11-27,89.62,89.2,89.84,88.9,4621705730.8,51715520.0,2012-11-27,,buy,1.0
2012-11-28,88.77,87.73,88.79,87.4,7765089982.0,88213390.0,2012-11-28,,buy,1.0
2012-11-29,88.9,87.91,88.9,87.73,5713338053.5,64675400.0,2012-11-29,max,sell,0.0
2012-11-30,87.76,91.41,91.6,87.3,21065938972.1,233229880.0,2012-11-30,,sell,0.0
2012-12-03,91.41,92.8,92.8,90.84,8890604099.6,96786480.0,2012-12-03,,sell,0.0
2012-12-04,92.2,91.84,92.61,91.57,6239502767.8,67729150.0,2012-12-04,,sell,0.0
2012-12-05,92.3,93.83,93.95,92.17,9341706476.1,99995520.0,2012-12-05,,sell,0.0
2012-12-06,93.71,93.58,94.11,93.1,5844193591.5,62369850.0,2012-12-06,,sell,0.0
2012-12-07,93.75,93.2,93.85,92.02,8401995408.1,90578870.0,2012-12-07,,sell,0.0
2012-12-10,93.4,93.59,94.19,92.77,6724117893.5,72022760.0,2012-12-10,,sell,0.0
2012-12-11,93.59,93.52,93.87,93.11,4998376364.1,53455990.0,2012-12-11,,sell,0.0
2012-12-12,93.76,93.86,94.1,93.6,4628894230.2,49309880.0,2012-12-12,,sell,0.0
2012-12-13,93.63,93.39,93.84,92.68,6397391779.3,68690570.0,2012-12-13,,sell,0.0
2012-12-14,93.29,93.42,93.86,93.03,4440045221.5,47556860.0,2012-12-14,,sell,0.0
2012-12-17,93.53,93.54,93.6,93.01,4191240565.4,44895400.0,2012-12-17,,sell,0.0
2012-12-18,94.0,95.11,95.3,93.94,7727240326.8,81438130.0,2012-12-18,,sell,0.0
2012-12-19,95.38,94.53,96.03,94.45,7282620046.6,76536940.0,2012-12-19,,sell,0.0
2012-12-20,94.0,94.69,94.85,93.6,5895312629.9,62420680.0,2012-12-20,,sell,0.0
2012-12-21,93.52,93.5,93.99,93.17,4791571261.5,51219970.0,2012-12-21,,sell,0.0
2012-12-24,93.21,92.5,93.21,92.33,3350883468.8,36121680.0,2012-12-24,,sell,0.0
2012-12-25,92.76,92.38,93.11,92.38,1850676456.0,19963590.0,2012-12-25,,sell,0.0
2012-12-26,92.39,92.35,92.55,91.6,2792393601.5,30263790.0,2012-12-26,min,buy,1.0
2012-12-27,92.48,92.82,93.51,92.22,3734797324.6,40300900.0,2012-12-27,,buy,1.0
2012-12-28,92.9,92.94,93.34,92.4,3744638058.9,40330670.0,2012-12-28,,buy,1.0
2013-01-08,96.5,98.37,98.5,96.12,9093397739.9,93018220.0,2013-01-08,,buy,1.0
2013-01-09,98.4,98.23,98.65,97.81,5928546326.1,60381320.0,2013-01-09,,buy,1.0
2013-01-10,98.3,98.41,98.55,97.96,4726070582.6,48070490.0,2013-01-10,,buy,1.0
2013-01-11,98.8,99.56,99.76,98.48,7187639677.4,72444300.0,2013-01-11,,buy,1.0
